GRBname,T90_start,T90_end,T100_start,T100_end,fluence,hardness
GRB131226A,-0.256,8.704,0.38,7.608,7.664927e-06 ,1.5783376592301706
GRB131224B,0.0,9.616,0.308,8.656,3.435456e-07 ,1.0538044734291552
GRB131205A,-0.252,20.508,-0.06,20.284,3.303904e-07 ,1.8358194502581273
GRB131202A,-1.272,35.984,-0.416,29.78,1.051315e-06 ,1.6150651662631743
GRB131128A,-0.904,2.096,-0.904,2.096,4.736103e-07 ,1.2617406700919345
GRB131127A,-60.32,51.288,-57.408,37.564,2.397145e-06 ,0.8504524749947147
GRB131120A,-71.096,64.264,-68.408,62.024,6.580345e-07 ,0.742334921747162
GRB131117A,-0.472,11.944,0.04,10.92,4.455758e-07 ,1.2787628644954223
GRB131110A,0.0,84.8,3.2,80.0,5.534213e-06 ,1.3280366010000946
GRB131105A,6.792,125.336,11.192,123.4,,
GRB131103A,-8.284,10.252,-7.404,7.804,1.222953e-06 ,1.2800003888752511
GRB131031A,0.0,6.4,0.0,6.4,,
GRB131030A,-5.504,143.368,-2.252,37.172,5.892433e-05 ,1.6653677026016904
GRB131024B,-8.28,101.016,-4.776,92.04,3.623683e-06 ,2.358956467670924
GRB131024A,-111.0,17.0,-111.0,1.0,1.777911e-06 ,1.234724586512662
GRB131018A,21.096,117.736,24.808,98.024,1.363128e-06 ,0.9067342371786491
GRB131004A,-0.248,1.8,-0.184,1.352,4.126861e-07 ,1.222981809192229
GRB131002B,-5.616,57.384,-4.616,47.384,9.876214e-07 ,0.9289661868260575
GRB131002A,-0.204,60.728,0.116,56.644,9.274475e-07 ,1.4831328885564325
GRB131001A,0.0,6.0,0.0,5.0,8.150820e-07 ,1.1911871610284896
GRB130929A,-1.928,12.408,-1.48,10.76,9.828996e-07 ,1.1377581308960618
GRB130925A,-59.032,903.952,-48.892,111.404,5.395681e-05 ,0.9848274009045841
GRB130919A,-20.152,108.068,-7.176,92.508,2.646538e-06 ,1.526862808407104
GRB130913A,0.0,44.8,1.6,43.2,3.471424e-07 ,3.450325009611093
GRB130912A,0.004,0.32,0.016,0.3,3.749188e-07 ,1.983170766238702
GRB130907A,-73.736,767.288,-40.244,324.124,2.946596e-04 ,1.7830768850356442
GRB130831B,-13.912,30.552,-11.336,26.248,2.236915e-06 ,1.358032011000602
GRB130831A,-1.856,41.376,0.612,30.804,9.181110e-06 ,1.0802892323117061
GRB130829A,28.096,92.132,32.9,84.784,2.480455e-06 ,1.7013748878204233
GRB130822A,-0.004,0.044,-0.004,0.04,1.954165e-08 ,1.579064968790093
GRB130816B,-3.736,7.668,-3.164,5.512,4.246438e-07 ,1.2481017564664871
GRB130816A,-28.056,2.584,-27.772,2.204,6.221265e-07 ,1.3501126230552705
GRB130812A,-0.332,8.46,-0.028,7.6,7.400953e-07 ,0.78438614724197
GRB130807A,-6.836,319.196,-2.52,290.52,3.622160e-06 ,1.3912331808541907
GRB130806A,-4.508,1.756,-4.248,1.532,1.992745e-07 ,0.8741379478890708
GRB130803A,0.14,45.76,0.68,44.252,2.283890e-06 ,1.3992008210015985
GRB130727A,-1.076,24.38,0.916,14.48,6.220545e-06 ,1.3102078695420865
GRB130725B,-0.384,5.896,0.048,4.824,4.629133e-07 ,0.8782132254663673
GRB130725A,-9.832,103.4,-4.424,97.096,1.629395e-06 ,1.5755426630819303
GRB130722A,-3.964,252.992,7.036,105.404,2.367463e-05 ,1.4955814449379308
GRB130719A,-5.404,158.944,7.292,154.26,3.356120e-06 ,1.3836299296391077
GRB130716A,0.02,106.756,0.116,87.788,6.536186e-07 ,2.6988576664978114
GRB130708A,0.0,11.2,0.0,11.2,2.571011e-06 ,2.2444498140449145
GRB130701A,-1.14,5.352,-0.396,3.984,7.617959e-06 ,1.3807656032990367
GRB130627B,-15.376,48.624,-15.376,32.624,1.268616e-06 ,1.3211739931483895
GRB130627A,-10.28,10.04,-8.168,9.88,1.176071e-06 ,1.4472047401787234
GRB130626A,-0.012,0.18,0.0,0.16,1.276560e-07 ,1.994619236501995
GRB130625A,-29.368,28.388,-23.596,17.676,3.450779e-06 ,1.5873406799116063
GRB130623A,0.0,19.984,0.56,18.176,1.244502e-06 ,1.3217819004141778
GRB130615A,25.572,386.864,32.74,365.296,3.024600e-06 ,1.0275907580557917
GRB130612A,-0.832,3.168,-0.832,3.168,3.850260e-07 ,1.1772261468677918
GRB130610A,-7.04,62.44,-3.964,43.76,5.191703e-06 ,1.740805077990842
GRB130609B,-7.836,309.86,0.192,211.364,3.476299e-05 ,1.761001376312589
GRB130609A,-1.18,7.284,-0.568,6.488,8.285442e-07 ,1.156351716514156
GRB130608A,-135.196,21.728,-132.156,19.696,1.003651e-06 ,0.8178990055402893
GRB130606A,-1.344,296.912,0.496,277.152,4.829847e-06 ,1.4994778528434776
GRB130605A,-1.816,12.008,-1.24,8.936,3.767281e-06 ,1.4537844217269695
GRB130604A,-0.444,95.768,1.44,77.724,2.534079e-06 ,1.4023616116410278
GRB130603B,0.008,0.26,0.012,0.188,1.776481e-06 ,2.3660289066935523
GRB130603A,-20.812,104.98,-8.928,60.2,2.806407e-06 ,1.1923673966237063
GRB130529A,36.128,146.46,42.408,130.0,2.089852e-06 ,1.4285320602597624
GRB130528A,-9.528,710.472,-9.528,630.472,9.750629e-06 ,1.4398920105555137
GRB130527A,-11.8,164.2,-11.8,52.2,2.920671e-05 ,1.8671542620062962
GRB130521A,-0.644,12.64,-0.328,10.628,5.605677e-07 ,1.0455630588594602
GRB130518B,0.0,8.0,0.0,8.0,1.081628e-06 ,1.7316891017600382
GRB130518A,0.0,91.2,4.8,86.4,,
GRB130515A,-0.036,0.332,-0.016,0.28,4.438518e-07 ,2.7046435784066296
GRB130514A,-7.088,273.644,0.82,215.012,1.380869e-05 ,1.2204783360612579
GRB130511A,-0.072,2.832,-0.012,2.728,3.359283e-07 ,1.8691761190480622
GRB130508A,10.152,58.728,11.352,54.264,9.016905e-07 ,1.2891099745962824
GRB130505A,-3.032,363.256,-1.144,88.2,5.452246e-06 ,1.3179229271584683
GRB130504A,-31.064,99.624,-28.312,91.72,1.983972e-06 ,1.4614705278070306
GRB130502A,-0.196,10.204,-0.1,7.468,6.286853e-07 ,1.2749412869235093
GRB130427B,-0.616,29.496,-0.056,25.848,2.392108e-06 ,1.4272170960645856
GRB130427A,-51.152,660.04,-47.012,197.32,8.161724e-04 ,1.8004448073445642
GRB130420B,-4.616,16.048,-2.248,10.388,1.371104e-06 ,1.6480488963648736
GRB130420A,-14.988,188.128,37.312,158.448,9.666069e-06 ,0.9048364237248354
GRB130419A,30.088,169.508,35.852,121.436,1.587314e-06 ,1.8111314946374721
GRB130418A,-40.172,272.972,-36.42,238.504,2.360604e-06 ,1.0465738293121747
GRB130408A,0.272,4.928,0.448,4.688,3.718973e-06 ,2.2504010198041806
GRB130327A,-2.296,5.744,-1.892,4.48,2.909284e-07 ,1.056185095398108
GRB130315A,1.624,267.996,7.636,238.144,7.060317e-06 ,1.2699008095244553
GRB130313A,0.012,0.216,0.02,0.192,5.196731e-08 ,1.7494033347993634
GRB130306A,-159.472,154.176,-154.708,117.672,4.578108e-05 ,1.2239961078344364
GRB130305A,0.0,57.6,1.6,54.4,,
GRB130216B,0.0,17.6,0.0,17.6,2.951577e-06 ,1.095973370637039
GRB130216A,-6.16,4.308,-3.268,3.252,5.932076e-06 ,1.6148044338247831
GRB130215A,-6.168,73.384,-3.08,63.144,8.993120e-06 ,1.4358527992927743
GRB130211A,-3.404,32.312,-1.424,29.328,9.530407e-07 ,1.2816807662520504
GRB130206A,-8.784,147.216,-4.784,116.216,3.315008e-06 ,1.465683176642437
GRB130131B,-0.28,4.368,-0.068,4.232,7.546511e-07 ,2.0834823036660453
GRB130131A,-0.952,52.068,-0.296,51.228,3.972736e-07 ,1.0950904921076157
GRB130122A,0.192,89.28,1.856,78.4,1.838692e-06 ,2.086988199964695
GRB130102A,15.376,184.332,22.34,155.12,1.444198e-06 ,1.5737649543338763
GRB121229A,-81.668,64.808,-48.92,62.54,1.038670e-06 ,1.044070689879896
GRB121226A,-0.364,0.796,-0.304,0.708,2.511181e-07 ,1.7078116868308257
GRB121217A,-17.732,783.76,-11.632,766.46,1.066187e-05 ,1.4433113081704623
GRB121212A,-1.484,6.628,0.052,6.108,1.610712e-07 ,0.8590137417737882
GRB121211A,-0.356,196.772,1.0,183.696,1.568941e-06 ,0.9525330037929438
GRB121209A,-2.16,44.716,-0.02,42.9,5.343275e-06 ,1.5699292569918155
GRB121202A,-2.184,19.008,-1.336,18.2,1.887952e-06 ,1.4122447233251736
GRB121201A,-24.0,22.0,-23.0,15.0,1.045509e-06 ,1.1976506475576887
GRB121128A,-0.004,41.688,13.092,36.52,8.892052e-06 ,1.1276391040187224
GRB121125A,-6.852,79.964,0.392,52.644,8.136353e-06 ,1.4575046993545464
GRB121123A,-6.24,419.228,42.652,368.744,2.064808e-05 ,1.2407096165984992
GRB121117A,-4.848,24.756,-1.42,21.88,2.275997e-06 ,1.82641690807064
GRB121108A,-0.224,137.976,0.944,90.492,1.171273e-06 ,0.9130614301382919
GRB121102A,-0.296,74.916,1.62,56.3,2.990857e-06 ,1.1569908771889892
GRB121031A,-209.004,98.308,-198.368,27.832,1.396023e-05 ,1.4459389166653192
GRB121028A,-0.808,2.476,-0.596,2.28,5.275615e-07 ,1.3536295534039013
GRB121027A,-9.34,135.356,-4.548,75.54,3.279280e-06 ,1.2024582041988157
GRB121024A,-8.296,74.072,-7.336,60.632,2.176101e-06 ,1.8364958104583322
GRB121017A,-2.716,2.564,-2.304,2.304,1.011239e-06 ,1.3185600513612254
GRB121014A,-15.208,64.792,-15.208,64.792,1.545326e-06 ,1.2007978088238753
GRB121011A,-7.452,109.584,-4.572,92.664,5.016673e-06 ,1.9383849151390236
GRB121001A,-27.728,142.968,-22.788,125.036,3.330377e-06 ,1.72623534735336
GRB120927A,-37.94,31.128,-14.772,20.284,4.087610e-06 ,1.3599096301844849
GRB120923A,-2.928,26.644,-1.264,24.812,5.836485e-07 ,1.3276384131869123
GRB120922A,-22.58,215.728,-14.424,153.8,7.559343e-06 ,1.0428933531195592
GRB120918A,-2.86,23.916,-1.852,23.244,5.172262e-06 ,1.4006190290356615
GRB120913B,-50.604,111.856,-31.068,91.52,1.818793e-05 ,1.3224826100747231
GRB120913A,-0.72,39.8,0.452,36.496,1.123413e-06 ,0.9537177889872439
GRB120911A,-1.624,24.1,-1.128,20.34,1.664297e-06 ,1.3425803620807073
GRB120909A,-31.46,566.708,253.228,473.824,1.442136e-05 ,1.649225663173307
GRB120907A,-0.024,6.936,0.12,6.2,9.537824e-07 ,1.426823001821834
GRB120819A,4.42,83.012,5.664,76.684,2.519459e-06 ,1.6794613092855328
GRB120817B,0.0,0.108,0.008,0.08,,
GRB120817A,-2.248,30.776,-1.528,26.68,9.583563e-07 ,1.106674546266383
GRB120816A,0.28,5.064,0.568,5.0,4.310634e-07 ,0.8731321028755268
GRB120815A,-0.244,11.968,-0.008,7.224,6.025397e-07 ,0.9269367266589654
GRB120811C,-9.676,31.388,-4.012,20.332,4.183780e-06 ,1.034856150176277
GRB120811A,-14.2,22.184,-11.576,17.432,1.048848e-06 ,1.1054266638007468
GRB120807A,-0.244,24.156,0.792,20.676,4.333711e-07 ,1.3297501157442344
GRB120805A,-13.392,34.608,-13.392,34.608,1.792880e-06 ,2.1262293265368313
GRB120804A,-0.164,0.832,-0.08,0.728,1.720796e-06 ,1.6735545996541366
GRB120803B,-2.672,52.056,-0.144,38.868,3.698499e-06 ,1.649605400520701
GRB120803A,1.096,11.088,1.652,10.54,7.230735e-07 ,2.7845840519731744
GRB120802A,-35.68,27.952,-31.6,18.688,2.549893e-06 ,1.1784740384799546
GRB120729A,-3.1,141.792,-1.392,92.536,4.158804e-06 ,1.3721449571826805
GRB120728A,-0.04,24.136,1.24,22.216,3.650870e-06 ,1.2680897909088773
GRB120724A,-20.052,78.58,-16.712,61.212,9.446459e-07 ,0.863395750818178
GRB120722A,-7.8,35.144,-4.12,32.2,1.811307e-06 ,1.1297176608410522
GRB120714B,-24.16,151.248,-14.808,142.504,2.174351e-06 ,1.5365617452262386
GRB120714A,-1.192,22.808,-0.192,19.808,1.431104e-06 ,1.3968187241023267
GRB120712A,-4.572,16.528,-2.448,12.36,3.555679e-06 ,1.6340672391176307
GRB120711B,-12.088,51.4,-11.064,49.032,9.235389e-07 ,1.468114204212924
GRB120703A,-44.496,32.604,-31.304,20.4,6.349571e-06 ,1.3848105690151646
GRB120701A,-0.016,15.356,0.468,14.628,3.674378e-06 ,2.196493727615461
GRB120630A,-0.032,0.608,-0.012,0.584,1.460865e-07 ,2.7782422956043913
GRB120624B,-15.124,192.772,7.164,186.828,6.749234e-05 ,1.8829113404243658
GRB120612A,16.972,125.364,22.824,113.108,2.502876e-06 ,1.7373211404704358
GRB120521C,-1.032,31.864,-0.312,26.756,1.946059e-06 ,1.350952251172281
GRB120521B,0.352,170.048,3.392,150.224,4.431205e-06 ,1.9435241039223008
GRB120521A,-0.008,0.568,-0.008,0.504,1.936032e-07 ,2.332974536377921
GRB120514A,-8.752,165.552,-6.464,157.88,4.759567e-06 ,1.435819917434592
GRB120422A,0.864,63.264,1.184,61.536,4.436337e-07 ,1.3089407938516358
GRB120404A,-7.308,38.452,-4.424,34.3,2.304974e-06 ,1.1890490776510931
GRB120403B,-2.96,5.328,-2.6,4.684,3.143183e-07 ,1.4119844341390824
GRB120403A,-0.052,1.54,0.044,1.44,1.797393e-07 ,1.6177080910186732
GRB120401A,-92.972,52.716,-87.16,43.112,1.444340e-06 ,1.3978473335147035
GRB120328A,-17.26,20.548,-15.9,14.028,6.908545e-07 ,1.229702996186434
GRB120327A,-15.788,74.576,-6.992,56.54,6.265651e-06 ,1.4503408059257799
GRB120326A,-68.984,21.592,-55.232,14.248,3.676820e-06 ,1.0469115158274571
GRB120324A,-150.512,142.456,-42.168,76.256,2.002431e-05 ,1.660351743062835
GRB120320A,-0.016,29.856,0.848,25.824,1.045744e-06 ,1.5146417040579712
GRB120312A,-1.424,15.912,0.016,14.172,8.902030e-07 ,1.4200052782385764
GRB120311B,-15.044,22.652,-9.872,19.816,1.460029e-06 ,1.1222250941429628
GRB120311A,-1.376,3.228,-0.952,2.528,3.632832e-07 ,0.883039299467694
GRB120308A,-24.752,58.204,-19.464,41.792,1.829906e-06 ,1.3061407078238982
GRB120305A,0.0,0.128,0.004,0.104,4.957468e-07 ,2.135600102513407
GRB120302A,0.0,52.8,1.6,51.2,1.046877e-06 ,3.1319151750688783
GRB120229A,-0.008,0.268,0.016,0.252,8.230555e-08 ,1.9146088784960535
GRB120224A,-1.416,6.584,-1.416,5.584,2.619027e-07 ,0.987643127124057
GRB120219A,-11.364,86.824,-8.736,83.792,1.178982e-06 ,1.5892789658489304
GRB120218A,-26.696,8.312,-24.328,7.048,,
GRB120215A,-1.192,8.784,0.364,8.288,4.068051e-07 ,1.4079264757035557
GRB120213A,-6.312,74.46,-3.432,37.596,2.233522e-06 ,0.8047480499857103
GRB120212A,-0.624,5.376,-0.624,4.376,6.347916e-07 ,1.0677261269854372
GRB120211A,-2.296,71.688,-0.376,63.944,1.611404e-06 ,1.741686937346549
GRB120121A,-11.004,19.776,-9.628,17.172,2.367547e-06 ,1.8887309112253554
GRB120119A,-13.016,213.984,-1.016,66.984,3.260362e-05 ,1.572462089653874
GRB120118B,-1.944,27.452,1.192,21.496,2.330759e-06 ,1.0077431873962976
GRB120116A,-33.44,26.568,-17.944,20.1,3.610802e-06 ,0.6379547299877119
GRB120114A,0.0,51.2,1.6,49.6,1.640925e-06 ,2.1610266054877263
GRB120106A,-6.284,62.64,-5.344,58.156,1.727012e-06 ,1.5369508018337823
GRB120102A,0.768,53.94,6.528,45.236,7.257662e-06 ,1.3712604063390144
GRB111229A,-0.972,26.26,-0.46,24.912,4.958128e-07 ,1.3575321125566093
GRB111228A,-12.82,115.428,0.86,102.104,1.040227e-05 ,0.8830999031236274
GRB111225A,-10.048,111.232,-7.216,98.512,1.940219e-06 ,1.2982249493577789
GRB111215A,1.616,411.02,7.604,381.424,4.515416e-06 ,1.5021033849245495
GRB111212A,-5.768,62.648,-1.768,54.536,2.281199e-06 ,1.455727591087672
GRB111210A,-2.328,0.36,-2.224,0.292,3.307571e-07 ,1.8484590280950473
GRB111209A,-66.952,914.212,23.144,834.112,6.507484e-05 ,1.4534158597240725
GRB111208A,0.0,184.0,8.0,176.0,1.650975e-06 ,1.6997698809259247
GRB111207A,0.0,16.0,0.0,16.0,3.331510e-07 ,2.0791222699885346
GRB111204A,33.0,81.0,33.0,81.0,6.951706e-07 ,1.3335210983188834
GRB111201A,0.0,20.8,0.0,20.8,7.154712e-07 ,1.4777118543673986
GRB111129A,-6.292,2.692,-6.064,2.412,2.100679e-07 ,0.8633362466558341
GRB111126A,0.0,0.712,0.008,0.68,1.612909e-07 ,2.4129038613273304
GRB111123A,-8.704,481.296,3.296,293.296,1.147324e-05 ,1.3134090774407225
GRB111121A,-0.336,138.264,-0.024,113.308,3.566344e-06 ,1.4022325109284255
GRB111117A,0.024,0.52,0.036,0.5,5.226868e-07 ,3.419398827605203
GRB111109A,-5.6,8.4,-5.6,7.4,3.553596e-07 ,1.283808033399361
GRB111107A,-0.096,37.456,0.768,31.84,1.632713e-06 ,1.5580096329118973
GRB111103B,-6.548,250.78,0.096,144.872,1.477848e-05 ,1.5472847173469546
GRB111103A,-0.416,12.14,-0.016,11.6,2.833281e-06 ,1.7494434306884077
GRB111029A,20.724,29.196,21.196,28.392,5.525174e-07 ,0.9966673539513257
GRB111026A,-0.08,4.052,0.012,3.592,2.665633e-07 ,1.4185674879831631
GRB111022B,-47.832,60.18,-29.444,53.584,1.459591e-06 ,1.4485717272298997
GRB111022A,-17.692,17.592,-14.22,8.6,3.220020e-06 ,1.26604767813535
GRB111020A,-0.04,0.392,-0.008,0.376,1.201472e-07 ,1.8320613606148428
GRB111018A,-4.08,37.296,-0.584,32.124,5.124607e-07 ,1.0346652981779683
GRB111016A,35.444,618.58,46.508,595.504,5.555626e-06 ,1.1303949686470105
GRB111008A,-2.636,68.788,-1.04,61.808,7.736593e-06 ,1.1913514252726363
GRB111005A,-9.0,19.1,-5.724,17.488,7.212674e-07 ,1.002697571800562
GRB110928A,-1.088,27.876,1.772,22.652,1.693669e-06 ,2.529996083146422
GRB110921A,-24.032,13.576,-20.264,12.284,3.530477e-06 ,1.4173274667151254
GRB110915A,-4.884,99.792,0.912,80.48,1.112696e-05 ,1.58412670733048
GRB110827A,-2.884,6.288,-2.524,5.992,3.745106e-07 ,2.0184592221106943
GRB110820A,-3.072,271.324,-1.592,263.024,1.123218e-06 ,1.1724653195949863
GRB110818A,-14.164,117.392,-4.224,98.616,6.737920e-06 ,1.430374601455356
GRB110808A,-0.272,44.768,0.64,41.344,4.840814e-07 ,1.1524443659786716
GRB110801A,-24.088,384.988,-11.7,373.556,6.762223e-06 ,1.1888855228672441
GRB110731A,-1.056,80.272,-0.224,40.72,1.325289e-05 ,1.8615287280267943
GRB110726A,-0.864,5.012,-0.58,4.576,3.573566e-07 ,1.2237981554687163
GRB110719A,-2.364,53.716,-1.02,40.208,2.944612e-06 ,1.3127432848006988
GRB110715A,-3.144,20.856,-0.144,12.856,1.970930e-05 ,1.3212344649933263
GRB110709B,-27.36,855.488,0.108,810.58,4.443770e-05 ,1.5649483532114086
GRB110709A,-4.296,56.476,-0.564,43.764,2.099033e-05 ,1.7405239407532571
GRB110625A,-6.188,140.344,-2.992,39.508,5.194546e-05 ,1.5260194919928836
GRB110610A,-11.088,59.404,-5.14,44.304,8.683755e-06 ,1.4716342762818815
GRB110604A,,,,,,
GRB110530A,-48.864,17.376,-40.672,15.056,7.038503e-07 ,1.2744417388991849
GRB110521A,0.568,108.568,1.568,97.568,1.987713e-06 ,3.181120539344357
GRB110520A,-1.152,26.496,-0.192,20.672,2.484421e-06 ,1.8767656079209603
GRB110519A,-4.148,37.76,-2.616,24.568,5.240921e-06 ,0.9709348082909063
GRB110503A,-6.576,203.588,-1.648,57.052,2.339499e-05 ,1.7479136200951084
GRB110422A,-11.156,36.76,-5.604,20.18,7.575946e-05 ,
GRB110420B,-0.004,0.1,0.0,0.084,1.250326e-07 ,2.2956196489021092
GRB110420A,-0.104,21.816,1.428,15.296,7.957756e-06 ,0.8572351456746952
GRB110414A,-38.0,133.296,-34.332,118.784,5.585312e-06 ,1.3646776931556444
GRB110412A,13.656,40.888,14.6,38.6,3.097331e-06 ,1.5013088482595112
GRB110411A,-16.912,86.308,-7.6,71.8,4.683167e-06 ,1.0076051164713669
GRB110407A,-2.9,178.516,2.356,157.924,2.947931e-06 ,1.2941363731203608
GRB110402A,-0.376,62.536,2.536,58.744,5.533879e-06 ,1.5087940952005978
GRB110319B,0.0,35.704,1.08,29.552,2.593870e-06 ,1.6337668144624895
GRB110319A,-0.252,31.072,1.996,22.676,1.836292e-06 ,0.7069683332321798
GRB110318B,-1.692,3.688,-1.44,3.348,6.664572e-07 ,2.1288243808059186
GRB110318A,-12.988,10.604,-6.86,9.1,8.629545e-06 ,1.3838207282383144
GRB110315A,-66.764,38.84,-60.636,27.04,6.222486e-06 ,1.2301552728534617
GRB110312A,24.728,64.776,26.776,61.912,9.848555e-07 ,0.9190732354939422
GRB110305A,-0.936,12.064,-0.936,11.064,1.340243e-06 ,1.4986148279164775
GRB110223B,-45.792,19.312,-44.836,16.612,9.910622e-07 ,1.4273485290363024
GRB110223A,0.08,8.08,0.08,7.08,2.809635e-07 ,1.6543980259296247
GRB110213A,-31.192,32.808,-31.192,16.808,8.813126e-06 ,1.1995820803280048
GRB110212A,-1.764,2.588,-1.344,2.356,3.710555e-07 ,1.1389379168180165
GRB110210A,-107.256,103.672,-101.832,91.056,1.338556e-06 ,1.3843629249606149
GRB110208A,-1.544,17.528,-1.064,14.92,3.267915e-07 ,1.2076748287294232
GRB110207A,-0.088,95.796,0.336,82.916,3.083458e-06 ,1.7452189325921637
GRB110205A,-130.156,377.232,35.688,285.104,2.539279e-05 ,1.288338663180331
GRB110201A,-2.848,14.432,-1.692,12.4,1.628522e-06 ,1.9827597524841003
GRB110128A,-2.536,14.02,-1.48,12.672,1.373157e-06 ,2.3318482785395935
GRB110119A,-86.26,239.708,-6.32,207.608,1.305593e-05 ,1.4822787293670752
GRB110112A,-0.072,0.504,-0.064,0.46,3.872153e-08 ,1.2299573624355122
GRB110107A,0.0,86.0,4.0,81.0,9.376666e-06 ,1.362448318013707
GRB110106B,-30.448,23.504,-22.4,21.024,3.046362e-06 ,1.2138363181013907
GRB110106A,-0.752,2.248,-0.752,2.248,4.053138e-07 ,1.629220603794333
GRB110102A,-58.984,294.824,5.052,270.968,2.802708e-05 ,1.4485055355672434
GRB101225A,,,,,3.100959e-06 ,1.351667855391521
GRB101224A,0.024,0.296,0.036,0.28,1.351945e-07 ,2.49275744512625
GRB101219B,12.008,61.16,16.68,58.536,3.944242e-06 ,1.3677920178059895
GRB101219A,-0.016,1.108,0.004,0.832,1.433925e-06 ,2.795695946503829
GRB101213A,-2.96,197.056,-0.96,130.16,9.254224e-06 ,1.5726058678229344
GRB101204A,0.0,30.4,1.6,28.8,,
GRB101201A,0.0,67.2,3.2,64.0,,
GRB101129A,0.0,0.624,0.048,0.432,4.491740e-07 ,6.8952505576431395
GRB101117B,-0.096,8.18,0.188,5.36,1.942274e-06 ,1.49668385110429
GRB101114A,0.0,8.0,0.0,8.0,9.494502e-07 ,2.000598662894891
